"","x","y","values","celltypes"
"cell1467",162.601796910167,832.293160958216,0.919547719523024,"C"
"cell1468",839.471578365192,445.708966813982,2.98658709151962,"C"
"cell1469",664.307477185503,755.911491811275,-0.0843666540348031,"D"
"cell1472",831.430218880996,556.854023132473,1.74285181306659,"C"
"cell1473",822.539104381576,999.194678850472,0.697999943505525,"C"
"cell1476",445.182651514187,304.08637248911,0.538800502791578,"C"
"cell1478",414.997326675802,28.3771625254303,-0.692935050639338,"D"
"cell1480",716.92087710835,934.078645659611,1.01864801551308,"C"
"cell1482",37.8294484689832,46.5287743136287,0.556326890750814,"C"
"cell1484",398.823967436329,835.889535723254,-0.148015459815045,"D"
"cell1485",900.214575929567,558.966832933947,2.26600316592455,"C"
"cell1487",755.15309209004,784.917331300676,1.81569674311923,"C"
"cell1490",869.142389157787,575.503982836381,1.39770395621634,"C"
"cell1492",163.01366337575,204.282114747912,-0.496290789006316,"D"
"cell1494",628.130341181532,838.384618517011,-0.00941360235468058,"D"
"cell1500",464.693185640499,572.439994895831,1.30227456233899,"C"
"cell1501",72.8773572482169,599.919136846438,1.20375048865388,"C"
"cell1502",874.308753525838,794.454609276727,1.18818328987647,"C"
"cell1506",383.995017269626,777.229169383645,0.637749716966682,"C"
"cell1509",98.3917720150203,729.831201722845,0.914557724094159,"C"
"cell1511",20.9252538625151,890.803800430149,1.01820423081994,"C"
"cell1513",978.378070285544,101.898519555107,1.89408437113056,"C"
"cell1519",253.348905127496,840.50816623494,-0.215873628486514,"D"
"cell1520",419.303989037871,377.059336286038,-0.560087984227309,"D"
"cell1521",495.499532902613,502.039992250502,0.744061971838423,"C"
"cell1524",974.42849050276,781.624939991161,2.45869499848289,"C"
"cell1528",850.45913583599,994.150223443285,0.446991920968456,"C"
"cell1529",569.751543691382,835.735885892063,0.730887104345631,"C"
"cell1531",954.750733915716,407.429949846119,1.07211756612853,"C"
"cell1535",900.119546800852,743.434723000973,0.461240963229493,"C"
"cell1540",509.312337264419,715.61091253534,1.05610329273446,"C"
"cell1548",477.402933407575,181.867694249377,-0.0581856532787823,"D"
"cell1552",95.1943711843342,780.145775992423,0.895235669467738,"C"
"cell1553",861.514792311937,437.542198225856,2.24261749391005,"C"
"cell1554",239.879169734195,221.972281346098,0.168129413073603,"C"
"cell1555",555.404131999239,573.065859032795,0.308716249180628,"C"
"cell1557",349.647580645978,155.522431246936,-0.325791448044113,"D"
"cell1558",975.738595239818,847.129767062142,2.18369915193832,"C"
"cell1559",869.405530160293,248.301811050624,1.63062431866106,"C"
"cell1564",43.7931080814451,90.7182868104428,0.203647055569037,"C"
"cell1565",199.760707095265,299.951496301219,0.531566629478238,"C"
"cell1566",853.742358274758,640.830152668059,0.489010937711608,"C"
"cell1568",869.332019239664,555.314179975539,1.84570627719325,"C"
"cell1573",654.730413574725,252.121420809999,1.4950503974121,"C"
"cell1574",822.204776341096,146.42827026546,2.83384883843356,"C"
"cell1575",455.575515050441,622.130993520841,2.12889280274513,"C"
"cell1579",215.17351269722,354.189245030284,1.50771510243675,"C"
"cell1580",848.379537696019,377.888964023441,1.73202377442571,"C"
"cell1582",915.767790284008,676.427339902148,1.27116043257184,"C"
"cell1583",916.557738324627,55.0569642800838,2.87894189344476,"C"
"cell1584",819.854583824053,43.2647177949548,2.14097948214717,"C"
"cell1585",566.901157610118,5.53221069276333,0.674953405783349,"C"
"cell1586",615.477161249146,206.780816894025,1.8170181256491,"C"
"cell1587",794.800289906561,913.408516673371,0.846864789357014,"C"
"cell1588",439.696548506618,341.096192831174,-0.442975868825903,"D"
"cell1590",565.485285129398,866.259583970532,0.57686697979823,"C"
"cell1593",495.641366345808,72.7123722899705,1.12320588611657,"C"
"cell1597",4.71427943557501,859.063123119995,0.483132296271648,"C"
"cell1600",77.2186573594809,427.132410695776,0.57070209062117,"C"
"cell1601",138.538560131565,762.412854935974,1.01549368498463,"C"
"cell1602",47.5245749112219,593.82830420509,-0.387443633465261,"D"
"cell1607",495.267945108935,934.092341689393,0.731287606083793,"C"
"cell1610",128.243855433539,127.625434426591,0.0295180549390073,"C"
"cell1613",335.060718469322,115.898978663608,0.0690038591757762,"C"
"cell1618",322.027627611533,226.046127732843,1.6662312188985,"C"
"cell1619",42.1170077752322,638.42404820025,0.228472408267825,"C"
"cell1621",638.105145189911,471.430473960936,-0.0816208703132137,"D"
"cell1624",96.8612944707274,176.126699196175,0.513249160063154,"C"
"cell1626",875.217987690121,867.13677062653,1.80198921132013,"C"
"cell1627",7.66859552823007,820.635310839862,0.285626400332594,"C"
"cell1628",934.916985454038,945.926673477516,1.93402704894901,"C"
"cell1629",406.965658068657,512.540388619527,1.17262967708608,"C"
"cell1630",788.763389689848,105.226350249723,2.0269481597786,"C"
"cell1631",976.127624511719,912.915701977909,1.30538674618074,"C"
"cell1632",333.40254588984,989.705915795639,0.447980050833923,"C"
"cell1635",43.6999020166695,569.187722867355,1.03375006555792,"C"
"cell1642",759.294051211327,172.415588283911,1.81047990635167,"C"
"cell1644",382.462516892701,281.323125585914,0.639958553062494,"C"
"cell1647",532.278774073347,840.376283740625,0.973544789337192,"C"
"cell1648",260.009106947109,494.808007031679,-0.691848719802155,"D"
"cell1650",905.846678419039,76.8314378801733,3.3128554750623,"C"
"cell1651",566.021878505126,639.469825197011,0.891574762452763,"C"
"cell1653",102.113745408133,561.875630170107,1.07612111386455,"C"
"cell1656",714.365339372307,304.402521578595,2.201300212587,"C"
"cell1657",78.9741838816553,474.45739316754,0.0556224676417809,"C"
"cell1658",614.216449437663,829.457030398771,0.582006507907971,"C"
"cell1660",269.097654847428,931.832061614841,0.57883347486873,"C"
"cell1664",423.63210208714,110.538738546893,-0.370357754526804,"D"
"cell1665",844.097095774487,75.8171298075467,1.9456497272157,"C"
"cell1666",953.827351331711,38.5264467913657,2.12817876733507,"C"
"cell1669",581.378317903727,276.294294511899,-0.225372952297477,"D"
"cell1670",256.286894436926,351.5303095337,0.298921451918927,"C"
"cell1671",878.083968302235,868.423911510035,2.36111098333064,"C"
"cell1672",882.302387617528,770.549261942506,1.00868930786738,"C"
"cell1674",101.620901143178,977.680684765801,1.27725741552993,"C"
"cell1675",618.775002192706,343.368733068928,1.02759825990363,"C"
"cell1676",704.73376987502,893.29923922196,1.73323712387915,"C"
"cell1678",890.810591634363,294.057350140065,2.34212762349383,"C"
"cell1679",162.670300109312,282.546579372138,0.364296464341676,"C"
"cell1683",19.1994300112128,140.312851639464,-0.437736127556535,"D"
"cell1684",829.164144583046,956.602332415059,0.501828544176456,"C"
"cell1686",868.095516227186,232.670544181019,2.68330540101352,"C"
"cell1687",396.91107487306,807.741238968447,0.233440872719001,"C"
"cell1688",936.241782503203,927.309012506157,1.82082671889694,"C"
"cell1689",324.772896012291,824.11622419022,0.713503449028052,"C"
"cell1690",972.447561565787,852.797179482877,1.4985624871056,"C"
"cell1691",562.598453834653,847.243185853586,-0.363678880022803,"D"
"cell1693",824.690353590995,730.053582461551,1.48682401599657,"C"
"cell1697",25.2237301319838,185.957584530115,-0.568679061058047,"D"
"cell1698",756.505124736577,353.126357542351,1.71369492580152,"C"
"cell1700",57.8689130488783,820.698642637581,0.812364853484307,"C"
"cell1702",691.544770728797,415.153437526897,1.21621452937868,"C"
"cell1703",745.228959713131,997.745630564168,1.17905439076975,"C"
"cell1704",124.061870621517,868.331929203123,-0.530874009667829,"D"
"cell1707",8.86946776881814,799.69125520438,-0.258429111835222,"D"
"cell1709",372.750885086134,13.2211919408292,-1.41821801255363,"D"
"cell1710",277.720049023628,857.732499018312,0.396583475358287,"C"
"cell1712",203.711141366512,627.211139071733,0.366344537398186,"C"
"cell1714",253.431504592299,256.299218395725,-0.0572247036752638,"D"
"cell1716",921.676764031872,217.877135844901,2.35503225895549,"C"
"cell1718",85.109209176153,170.079083181918,-0.488431466711278,"D"
"cell1719",377.817805157974,740.095858229324,0.819812153914462,"C"
"cell1720",543.34351955913,490.103221265599,0.360974018460242,"C"
"cell1721",787.010926054791,406.20927233249,2.42309182418523,"C"
"cell1723",838.038518326357,382.631018292159,1.53590710772345,"C"
"cell1724",998.470485210419,762.67217588611,1.8821650643132,"C"
"cell1725",213.442992419004,882.890816545114,1.23976293568484,"C"
"cell1726",437.296491349116,331.475715618581,-0.60251091431656,"D"
"cell1728",965.576708549634,781.025369884446,1.43673570690973,"C"
"cell1729",641.116502229124,470.790860708803,-0.355323804260849,"D"
"cell1730",806.135333841667,50.3344901371747,1.86444735654773,"C"
"cell1731",919.062188826501,806.041994364932,1.62812261499701,"C"
"cell1732",58.6224480066448,749.882015865296,1.24511003046708,"C"
"cell1733",477.642855606973,858.747134683654,1.01950275287314,"C"
"cell1734",696.882788324729,915.809215046465,1.44464893100048,"C"
"cell1735",44.6715094149113,418.453009799123,-0.347565478664715,"D"
"cell1736",756.854316918179,848.111724015325,1.46538736279109,"C"
"cell1737",591.673724818975,332.284449134022,0.374288641701774,"C"
"cell1738",510.140463011339,145.493195159361,-0.186863631625522,"D"
"cell1739",452.601766446605,427.703554742038,0.604713851172996,"C"
"cell1744",425.541346892715,109.029030194506,-0.516001090859655,"D"
"cell1745",266.625905176625,87.8969558980316,0.685333455585797,"C"
"cell1747",330.141563434154,422.072264598683,-0.10947400752389,"D"
"cell1750",402.42384118028,440.376072656363,0.35015783330896,"C"
"cell1751",573.791397502646,288.693242240697,-0.473963166959655,"D"
"cell1754",218.071287963539,468.888859497383,-0.412829403243719,"D"
"cell1755",820.126744452864,51.4836322981864,1.96344409669589,"C"
"cell1758",433.478938182816,877.943760482594,0.453195980712367,"C"
"cell1765",475.086916005239,997.293636668473,1.39862888171585,"C"
"cell1767",572.537379339337,25.1586968079209,1.95265208134647,"C"
"cell1768",654.917740728706,38.9354524668306,-0.486262048441731,"D"
"cell1771",960.116155678406,746.814439538866,1.25564645734726,"C"
"cell1776",83.5081576369703,161.363870836794,-0.201171848394701,"D"
"cell1782",228.897603228688,220.305431401357,0.605570705271057,"C"
"cell1785",918.379402486607,374.187414767221,1.63260666744505,"C"
"cell1786",112.039123661816,430.000867228955,0.429508800706327,"C"
"cell1788",186.624069930986,170.68098206073,0.608613509097943,"C"
"cell1789",745.543522993103,560.121854767203,2.56118465921571,"C"
"cell1790",932.968782261014,952.005691127852,1.61103455479238,"C"
"cell1792",644.993681227788,611.078579211608,0.379213768562824,"C"
"cell1793",175.802586833015,468.449970474467,-0.248735984471993,"D"
"cell1794",602.994646178558,25.9514320641756,1.5050661324183,"C"
"cell1797",18.3835725765675,6.01890846155584,-0.215455878981181,"D"
"cell1798",179.39079226926,942.850269610062,1.32607165817246,"C"
"cell1803",577.037754002959,612.767340848222,0.290786143444551,"C"
"cell1804",535.031558480114,512.801430653781,-0.37674880300055,"D"
"cell1807",131.626568036154,555.495660053566,1.71441141915255,"C"
"cell1810",366.839384660125,227.849250426516,0.544114297791823,"C"
"cell1811",150.825294898823,4.26723924465477,0.276583353324593,"C"
"cell1812",226.939673302695,674.74200646393,1.31108742078048,"C"
"cell1816",153.250648407266,725.970957195386,1.63285876691729,"C"
"cell1819",173.998110694811,455.259998561814,-0.0209615832511764,"D"
"cell1822",818.258262239397,237.372878007591,1.99302679511073,"C"
"cell1823",321.746907196939,361.664640251547,0.0915417414252917,"C"
"cell1824",582.326936768368,742.622322868556,0.219360049460151,"C"
"cell1829",961.94878523238,604.207064723596,2.46299085658276,"C"
"cell1831",258.469532011077,28.2371218781918,-0.218885472001263,"D"
"cell1834",816.300745587796,659.622746752575,0.949986324901251,"C"
"cell1835",754.665047628805,455.581671092659,2.06598392492171,"C"
"cell1836",412.143304478377,315.793792251498,-0.291797151592408,"D"
"cell1837",514.416832011193,167.213704204187,-0.089490274727887,"D"
"cell1842",872.554909205064,336.91137121059,2.08987999360615,"C"
"cell1845",636.421318631619,554.588325321674,-0.123796723797742,"D"
"cell1847",128.414754988626,945.077045354992,0.515385876205533,"C"
"cell1848",492.784780450165,126.765631139278,0.841470220350114,"C"
"cell1849",663.244860246778,455.688889371231,0.0731094141195996,"C"
"cell1850",189.378713723272,654.302526731044,0.931377034356602,"C"
"cell1851",177.598393289372,612.352547002956,1.72227897332531,"C"
"cell1853",156.952400226146,23.6329433973879,0.679866853162921,"C"
"cell1855",424.86053169705,512.261637486517,0.905199288961225,"C"
"cell1856",878.341671079397,670.730007812381,1.03037332172221,"C"
"cell1858",978.819616837427,102.729415055364,2.27270810355841,"C"
"cell1859",634.543015854433,110.473620006815,1.3872802086541,"C"
"cell1861",792.183339362964,841.91673132591,1.97014398038162,"C"
"cell1863",819.993681041524,491.406876128167,1.27832094874346,"C"
"cell1868",421.106143388897,407.244702801108,-0.428010070045031,"D"
"cell1869",786.956907948479,8.14834819175303,2.07112912472125,"C"
"cell1870",595.592122757807,786.297707818449,0.411514039103321,"C"
"cell1872",528.043455909938,265.264114132151,0.0255957340843864,"C"
"cell1875",87.7224092837423,994.529931340367,1.14615540780165,"C"
"cell1877",356.60412022844,812.511944910511,0.548914708673466,"C"
"cell1879",175.018487730995,855.527029372752,0.188849458190344,"C"
"cell1881",483.393148286268,269.030461087823,0.0152338326001003,"C"
"cell1883",750.51523395814,637.901386246085,1.68754292835124,"C"
"cell1884",347.443797625601,97.3528381437063,-0.463163930820565,"D"
"cell1886",251.76422810182,575.807736022398,0.754938975279658,"C"
"cell1892",388.376479735598,458.335949108005,0.760294774533877,"C"
"cell1896",755.28792059049,501.254438888282,2.21320416854706,"C"
"cell1897",310.775833902881,674.529788084328,1.03466669425031,"C"
"cell1900",438.736066687852,246.978639159352,0.282862779213188,"C"
"cell1901",883.700705366209,261.5110501647,3.05766078253342,"C"
"cell1905",700.159241678193,50.2015422098339,1.14036635151943,"C"
"cell1909",446.52355927974,37.9020404070616,0.631788247197523,"C"
"cell1911",566.908608656377,493.830243125558,0.180192345875569,"C"
"cell1915",658.649043180048,759.347913088277,0.271375076692335,"C"
"cell1918",950.132880592719,878.01841692999,1.38010835853428,"C"
"cell1919",12.5525095500052,911.954281385988,0.561769325569454,"C"
"cell1920",79.0907654445618,390.361216617748,0.914064479775251,"C"
"cell1921",213.288370519876,370.715910103172,0.325010528247593,"C"
"cell1924",627.634118078277,389.997333055362,1.11430394879819,"C"
"cell1926",285.853998735547,583.98018614389,1.3490825987205,"C"
"cell1927",986.480417195708,814.279590034857,1.12536474886631,"C"
"cell1928",757.692324928939,572.280898224562,1.25055789470396,"C"
"cell1929",68.2749908883125,236.031974665821,-0.0165677892740793,"D"
"cell1930",810.763978632167,113.631349755451,3.01697750806027,"C"
"cell1931",122.871407074854,826.521859038621,0.188087351407806,"C"
"cell1932",409.918360644951,939.973018830642,0.335391321227589,"C"
"cell1933",927.543645258993,30.6616220623255,2.9869894982616,"C"
"cell1934",554.208239307627,41.1253825295717,1.77196586572794,"C"
"cell1935",14.2666143365204,874.309754930437,0.932253383494352,"C"
"cell1936",967.365281190723,352.220267057419,0.83505896772765,"C"
"cell1937",770.065532531589,307.485260767862,1.63516244321629,"C"
"cell1939",365.419848356396,923.051160294563,0.34969894990826,"C"
"cell1942",786.447250749916,185.023497324437,2.39556563426763,"C"
"cell1943",810.058057308197,261.712845647708,2.15203806894055,"C"
"cell1945",168.914441019297,690.853481413797,1.41402147958676,"C"
"cell1949",1.36347976513207,265.586382243782,0.389203437394041,"C"
"cell1952",149.762514978647,390.233527868986,-0.296395754615259,"D"
"cell1953",648.097161203623,992.025062208995,0.631680995332612,"C"
"cell1954",485.572549281642,146.795924985781,0.738744260624473,"C"
"cell1955",693.244319409132,171.145766507834,1.42539351606285,"C"
"cell1958",288.126329425722,911.851749988273,0.0405573017808353,"C"
"cell1961",678.553835256025,154.373486759141,1.60194873638104,"C"
"cell1962",181.949716527015,12.2919178102165,0.931914603122558,"C"
"cell1963",529.804455116391,82.2354448027909,0.475060848353003,"C"
"cell1967",773.044522618875,79.8554408829659,1.83380902483029,"C"
"cell1968",261.793632525951,154.718979028985,0.889760200594984,"C"
"cell1970",992.143295938149,437.049824511632,0.697846386774407,"C"
"cell1973",207.40434480831,406.420856714249,1.17085292421412,"C"
"cell1975",483.98658935912,977.203529328108,0.651588042325027,"C"
"cell1976",461.059393826872,221.40681813471,0.772438059246675,"C"
"cell1978",0.605266075581312,823.753194883466,0.0977979368337593,"C"
"cell1985",695.954847149551,679.838558426127,1.42112847360435,"C"
"cell1986",423.095647012815,416.039432166144,0.483719450070246,"C"
"cell1989",548.17751632072,822.133605368435,-0.186792455588421,"D"
"cell1991",377.029079943895,496.786301257089,1.92774490333413,"C"
"cell1993",189.248028676957,849.381481064484,-0.558380191800882,"D"
"cell1995",337.503234623,212.108394829556,0.912455374939786,"C"
"cell1997",69.0702020656317,842.366850702092,0.734143275173164,"C"
"cell1998",240.949265658855,125.383907929063,-0.316210990503961,"D"
"cell1999",242.80183785595,377.530383877456,0.259442117241194,"C"
"cell2000",387.112989090383,671.603712253273,1.80873562012458,"C"
